ref_id,linked_references,title,user,level,initial_reviewer,secondary_reviewer,author,year,study_name,kaiser_ref_id,companions,target_social_need,study_type,study_design,study_design_comment,recruitment_setting,intervention_setting,geo_setting_description,inclusion_criteria,target_population,age_group,race_ethnicity_majority,proportion_male,proportion_immigrant,target_population_text,risk_of_bias,first_reviewer,qc_complete,first_reviewer_comments,second_reviewer_comments,SDH Interventions and Outcomes_k,intervention_arm,comparator,sample_size,intervention_description,intervention_target,nonsocial_needs,nonsocial_needs_text,individual_systems_intervention,specific_intervention_components,service_provider,duration_followup,addresses_health_outcomes,health_outcomes,result_QALY,result_mortality,result_mental_health_status,result_functional,result_morbidity,result_quality_of_life,result_self_health,result_low_birth_weight,result_child_development,result_other_health,addresses_behavioral_outcomes,behavioral_outcomes,result_substance_use,result_diet,result_other_behavior,addresses_healthcareuse_outcomes,healthcareuse_outcomes,result_hospital_readmission,direction_hospital_readmission,result_frequency_healthcare_use,direction_frequency_healthcare_use,result_adherence,direction_adherence,result_preventive,direction_preventive,result_outpatient_visits,direction_outpatient_visits,result_emergency_visits,direction_emergency_visits,result_clinic_attendance,direction_clinic_attendance,result_emergency_transport,direction_emergency_transport,result_post_primarycare_visits,direction_post_primarycare_visits,result_prenatal,direction_prenatal,result_inpatient_admission,direction_inpatient_admission,result_hospital_days,direction_hospital_days,result_sober_center,direction_sober_center,result_medical_home,direction_medical_home,result_missed_appointments,direction_missed_appointments,result_immunizations,direction_immunizations,result_other_healthcareuse,direction_other_healthcareuse,harms,harms_text,subgroups,subgroups_comment,subgroup_results_different
1177,,"Effects of a Transitional Care Practice for a Vulnerable Population: a Pragmatic, Randomized Comparative Effectiveness Trial",Sarah.Bean,3,Sarah Bean,,Liss,2019,,20856,,"Transportation help,Access to healthcare and primary care (include improved coverage, services, and timeliness)",Medical and social need program,RCT,,Emergency department,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics),Emergency department","Chicago, Illinois","Patients were considered eligible for inclusion if they (A) were discharged from a hospital index visit (i.e., an emergency department visit, observation stay, or inpatient admission) and were engaged by the hospital’s discharge referral team, (B) were age ≥ 18, and (C) met one of the following referral criteria: (i) had no usual source of care or (ii) expressed that they were unwilling or unable to return to their usual source of care, or their usual care source was insufficient to manage their needs. Patients with a new cancer diagnosis were excluded from randomization but offered full access to the TC practice outside the trial.","Age,Medical Eligibility","Adult,Older Adults",Non-Hispanic Black,59,NR,"Race/Ethnicity:
White: 14.2 
Black: 30.1
Hispanic: 18.5
Other/unknown: 37.2",,I have completed the inital review and this form is ready for QC,,,,Transitional Care,Transitional Care,Usual Care,654,"Transitional Care included a scheduled practice appointment within 10 days of index visit discharge. The practice offered multidisciplinary, team-based services to foster brief intensive interactions to stabilize medical and psychosocial issues, create positive behavior change, and empower patients to better manage their conditions. Transitional Care team members included a medical director, physician (staff and/or trainee), physician assistant, advanced practice nurse, social worker, pharmacist, registered nurse, and a medical assistant. Based on individuals’ psychosocial needs, most patients also received support from a health advocate case manager, and many were seen by a psychiatrist and/or psychologist.",Patient,Yes,"Medical (e.g., simplification of medication regimens and pill box loading, lab testing or medical testing, wound care) and mental health (offered therapy, psychiatry)",Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Social worker","90 days for primary outcomes (30, 90, and 180 days for secondary outcomes)",Yes,"Mortality,Changes in self-reported health",,No effect,,,,,No effect,,,,No,,,,,Yes,"Emergency department visits,Inpatient admissions,Other : Hospital encounters (",,,,,,,,,,,No effect,Decrease,,,,,,,,,Mixed results,Decrease,,,,,,,,,,,Mixed results,Decrease,Not Reported,,No,,
1178,,Association Between Receipt of a Medically Tailored Meal Program and Health Care Use,Sarah.Bean,3,Sarah Bean,,Berkowitz,2019,,20859,,Food insecurity,Medical and social need program,Cohort study,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)",Home-based care,Massachusetts,"Adults aged 18 years or older, lived within 100 km of Community Servings (approximately the delivery radius for the program), and captured in the Massachusetts All-Payer Claims Database at least 360 days before the date of enrollment. Individuals were referred for MTM delivery by a clinician (eg, a primary care physician or social worker) on the basis of both nutritional and social risk.","Social Needs,Age","Adult,Older Adults",Non-Hispanic White,44,NR,"For race/ethnicity, White: 23.8%; Information not provided: 56.5%",,I have completed the inital review and this form is ready for QC,,"Not sure how broad or narrow the intervention contains a medical component field is. Checked yes as the meal program is medically tailored, not sure if this is correct though.",,Medically tailored meal (MTM) delivery,Medically tailored meal (MTM) delivery,Other inactive control,1020,"Each week, the MTM program delivered 10 meals tailored to a recipient’s specific medical needs. A registered dietitian nutritionist could choose up to 3 among 17 dietary tracks (eg, appropriate for diabetes and end-stage renal disease). Meals were provided at no cost to the recipients. Meal receipt continued until the individual chose to withdraw or no longer needed MTMs (eg, owing to an improvement in social circumstances). Meals are delivered in person, but there is not a home-visiting or meal-sharing component to the intervention.",Patient,Yes,"Meals are medically tailored (e.g., a registered dietitian nutritionist could choose up to 3 among 17 dietary tracks [appropriate for diabetes and end-stage renal disease])",Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.)","Mean (SD) duration of receipt: 12.4 (10.6) months; Median duration of receipt: 9.0 (interquartile range, 6.0-18.0) months",No,,,,,,,,,,,,No,,,,,Yes,"Inpatient admissions,Other : Skilled nursing facility admissions",,,,,,,,,,,,,,,,,,,,,Positive,Decrease,,,,,,,,,,,Positive,Decrease,Not Reported,,No,,
1182,,A pilot study of the impact of housing first-supported housing for intensive users of medical hospitalization and sobering services,Sarah.Bean,3,Sarah Bean,,Srebnik,2013,,20885,,"Food insecurity,Housing instability/quality,Financial Strain,Multiple domains targeted",Medical and social need program,Pre-post,,"Hospital (inpatient),Other : Referral from homeless outreach (sleep-off center visits) or from medical respite program",Home-based care,"King County (Seattle), Washington","Inclusion: (1) aged 18 years or older; (2) met the federal definition of individuals who are chronically homeless, including 12 consecutive months of homelessness or 4 homeless episodes in the prior 3 years with significant disabling physical or psychiatric conditions; and (3) referred either from Seattle---King County Public Health’s REACH homeless outreach team with 60 or more sobering sleep-off center visits within the prior year or from medical respite with incurred inpatient paid claims of at least $10 000 within the prior year","High Utilization,Age,Homeless","Adult,Older Adults",Non-Hispanic White,72,NR,,,I have completed the inital review and this form is ready for QC,,BAH is described as permanent - selected home-based over transitional housing.,,Housing First - Begin at Home (BAH) program,Housing First - Begin at Home (BAH) program,Other inactive control,60,"BAH provided low-barrier access to permanent housing and a comprehensive team that provided integrated medical, psychiatric, and chemical dependency services that were voluntary, intensive, and easily accessible. Help with applying for and obtaining income and food assistance benefits and development of self-sufficiency capabilities was also provided. The BAH team included housing case managers, chemical dependency specialists, and a registered nurse (8 hours per week) with a 1:21 housing case manager-to-participant ratio. The team conducted frequent case staffing and had 24-hour coverage and security, with almost all services provided in the community or at the person’s residence.",Patient,Yes,"Integrated medical, psychiatric, and chemical dependency services",Individual Intervention,"Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Social worker",1 year,No,,,,,,,,,,,,No,,,,,Yes,"Emergency department visits,Inpatient admissions,Hospital days,Sobering center use",,,,,,,,,,,Positive,Decrease,,,,,,,,,Positive,Decrease,Positive,Decrease,Positive,Decrease,,,,,,,,,Not Reported,,No,,
1183,,"Housing, hospitalization, and cost outcomes for homeless individuals with psychiatric disabilities participating in continuum of care and housing first programmes",Sarah.Bean,3,Sarah Bean,,Gulcer,2003,,,,"Housing instability/quality,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,RCT,,"Hospital (inpatient),Other : Streets",Transitional housing,"New York, New York","Participants met the following study eligibility requirements by having: (1) spent 15 out of the last 30 days on the street or in other public places (shelters were not included); (2) exhibited a period of housing instability over the past 6 months; (3) an Axis I diagnosis—any major mental illness, such as schizophrenia or bipolar disorder, except personality disorders and mental retardation","Medical Eligibility,Homeless","Adult,Older Adults",Non-Hispanic Black,77,NR,More than half of the participants (53.8%) were diagnosed with a psychotic disorder. Thirty-nine (17.6%) of the participants reported becoming homeless before the age of 18.,,I have completed the inital review and this form is ready for QC,,,,Pathways to Housing,Pathways to Housing,Active control,225,"Pathways to Housing (derived from the “Housing First” model of supported housing) provided clients with immediate access to independent apartments and supportive services pertaining to, among others, housing issues, money management, vocational rehabilitation, and mental health and substance abuse treatment, without prerequisites for sobriety or participation in psychiatric treatment. Support services were provided through a multi-disciplinary Assertive Community Treatment team. The team was on-call 24 hours a day, 7 days a week, and provided most services in vivo in the community. Pathways to Housing allowed clients to choose the frequency and type of services they received and integrated a harm reduction philosophy to address the complex needs of individuals with dual diagnosis. The program had two requirements for clients: that they contribute 30% of their monthly income towards rent by participating in a money management plan and that they meet with a staff member at least twice a month. These criteria were, however, applied flexibly such that prospective clients were not denied housing based on their refusal to comply.",Patient,Yes,Mental health and substance abuse treatment,Individual Intervention,"Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,24 months,No,,,,,,,,,,,,No,,,,,Yes,Hospital days,,,,,,,,,,,,,,,,,,,,,,,Positive,Decrease,,,,,,,,,,,Not Reported,,No,,
1186,,Formerly Homeless People Had Lower Overall Health Care Expenditures After Moving Into Supportive Housing,Sarah.Bean,3,Sarah Bean,,Wright,2016,,,,"Housing instability/quality,Access to healthcare and primary care (include improved coverage, services, and timeliness)",Medical and social need program,Pre-post,,Transitional housing,Transitional housing,"Portland, Oregon",Formerly homeless individuals who moved into supportive housing at Bud Clark Commons during the study period,Homeless,"Adolescents/ Young Adults,Adult,Older Adults",NR,44,,Highly medically vulnerable population with significant medical and psychosocial challenges,,I have completed the inital review and this form is ready for QC,,"Unclear to me: 
Setting: Bud Commons is described as permanent housing - I selected transitional
Followup: I put 4 years",,Permanent supportive Housing,Permanent supportive Housing,Pre- intervention data,98,"The Bud Clark Commons building provided fully integrated on-site services including case management, physical and mental health services, substance abuse treatment, employment counseling, and life skills training. Duration/study period: 2010–2014",Patient,Yes,"On-site services including physical and mental health services, substance abuse treatment",Individual Intervention,"Screening,Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Community health workers/ Navigators","4 years (""For each participant we had four observations, each representing one year of health care experiences [two years before and two years after moving into supportive housing]"")",Yes,"Mental health status,Changes in self-reported health",,,Positive,,,,Positive,,,,No,,,,,Yes,"Emergency department visits,Inpatient admissions,Medical home",,,,,,,,,,,Positive,Decrease,,,,,,,,,Positive,Decrease,,,,,Positive,Increase,,,,,,,Not Reported,,No,,
1189,,Six- and twelve-month outcomes among homeless youth accessing therapy and case management services through an urban drop-in center,Smkennedy03,3,Sara Kennedy,,Slesnick,2007,,,,"Housing instability/quality,Education,Employment,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",More than one clearly defined social topic addressed,Pre-post,,Other : Homeless drop-in center,Other : Homeless drop-in center,"Albuquerque, New Mexico",Youth and young adults aged 14 to 24 years planning to stay in the area of the intervention for at least 12 months experiencing homelessness.,"Social Needs,Age,Homeless",Adolescents/ Young Adults,No single group is a majority,59,,Targeted urban population,,I have completed the inital review and this form is ready for QC,,,,"Community Reinforcement
Approach and Case Management","Community Reinforcement
Approach and Case Management",Pre- intervention data,172,"Community Reinforcement Approach treatment with case management and individual
therapy offered through a drop-in center for homeless youth on substance use, mental
health, housing, education, employment, and medical care utilization.",Patient,Yes,Substance abuse counseling as part of intervention,Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Other non-professionals, including volunteers and study staff",12 months,Yes,Mental health status,,,Positive,,,,,,,,Yes,Changes in substance use,Positive,,,No,Clinic attendance rate,,,,,,,,,,,,,Positive,Increase,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
1191,,Medicare Beneficiaries Living In Housing With Supportive Services Experienced Lower Hospital Use Than Others,beth.webber,3,Beth Webber,,Gusmano,2018,NR,NA,,"Food insecurity,Housing instability/quality,Transportation help,Social isolation,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Any social need that arises in population addressed,Cohort study,,Other : Low-income housing,Home-based care,"Queens, New York","Residents of affordable housing, aged 65 years or older, enrolled in Medicare","Medicare/Medicaid Enrollment or Eligibility,Age,Residence in a low-SES neighborhood",Older Adults,NR,NR,NR,,,I have completed the inital review and this form is ready for QC,,,,Selfhelp,Selfhelp,Other inactive control,"17,195","Access to affordable housing program with supportive social services, called the Selfhelp Active Services for Aging Model. Services available through support services include personal, functional status, and psychological assessments; counseling and advocacy; health education; wellness programs; physical activity programs; socialization; evaluation for and referral to public benefits and entitlements; evaluation and referral for mental health concerns; and educational programs to help control chronic disease. Upon request participants are provided with in-home safety technology to monitor activity, offer telehealth systems, and a virtual senior center of video-based classes and face-to-face connection with peers and family members. Individuals have access to service providers in surrounding community for transportation, home care, pharmacy, or physician services",Patient,Yes,Referral to physical and mental health treatment,Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Providing onsite resources,Passive referrals,Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Social worker,12 months,No,,,,,,,,,,,,No,,,,,Yes,"Inpatient admissions,Hospital days,Other : Ambulatory care-sensitive condition rates",,,,,,,,,,,,,,,,,,,,,Positive,Decrease,Positive,Decrease,,,,,,,,,Positive,Decrease,Not Reported,,No,,
1194,"1194, 1141",Efficacy of ecologically-based treatment with substance-abusing homeless mothers: substance use and housing outcomes,Smkennedy03,3,Sara Kennedy,,Slesnick,2013,,,"Guo, 2016 {#1141}",Housing instability/quality,,RCT,,Other : Family Shelter,Other : Family Shelter,"Columbus, Ohio",Homeless mothers who lived in a family shelter with a biological child between the ages of 2 and 6 years in their care and met DSM-IV criteria for substance abuse or dependence.,"Social Needs,Sex,Low income/SES,Homeless",Adult,Non-Hispanic Black,0,,,,I have completed the inital review and this form is ready for QC,,,,Ecologically-Based Treatment,Ecologically-Based Treatment,Usual Care,60,"3 months of rental and utility assistance up to
$600 per month, case management services, and substance abuse counseling (referred to as supportive services)",Patient,Yes,Substance abuse counseling as part of intervention,Individual Intervention,"Patient education (including on health, other social need, or resources),Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Other non-professionals, including volunteers and study staff",9 months,Yes,Mental health status,,,Positive,,,,,,,,Yes,"Changes in substance use,Other : Alcohol Use",No effect,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
2555,,Adapting and implementing an evidence-based asthma counseling intervention for resource-poor populations,Smkennedy03,3,Sara Kennedy,,Thornton,2017,Head-off Environmental Asthma in Louisiana (HEAL),NA,None,"Housing instability/quality,Transportation help,Education,Employment,Multiple domains targeted",Medical and social need program,Pre-post,,Other : Schools,"Telephone-based care,Home-based care,Other : Neutral location (e.g., library, coffee shop)","New Orleans, LA",Children aged 4 to 12 years with moderate-to-severe persistent asthma attending school in the greater New Orleans area,Not Targeted (No specific population targeted),Pediatric,NR,NR,NR,,,I have completed the inital review and this form is ready for QC,,,,Head-off Environmental Asthma in Louisiana (HEAL),Head-off Environmental Asthma in Louisiana (HEAL),Pre- intervention data,182,"Home environmental assessments and tailored asthma counseling sessions during. Often addressed participants' social needs (i.e., housing, access to schools, transportation, employment) before asthma management","Patient,Caregiver",Yes,Asthma disease management,Individual Intervention,"Patient education (including on health, other social need, or resources),Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Social worker,Community health workers/ Navigators",1 year,Yes,"Changes in functional outcomes (e.g., blood pressure),Changes in self-reported health",,,,Positive,,,Positive,,,,No,,,,,Yes,Other : Medication adherence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Increase,Not Reported,,No,,
6289,,"Evaluation of a National Care Coordination Program to Reduce Utilization Among High-cost, High-need Medicaid Beneficiaries With Diabetes",Smkennedy03,3,Sara Kennedy,,Duru,2020,NR,NR,,Multiple domains targeted,Medical and social need program,Other observational,Individual-level interrupted time series with a comparator group,Recruited from health plan membership,Telephone-based care,15 states,"UnitedHealthcare beneficiaries with diabetes who were enrolled in TANF, Medicaid expansion, supplemental security income without Medicare, dual Medicaid/Medicare eligibility.","Social Needs,Medical Eligibility",Adult,No single group is a majority,42,,,,I have completed the inital review and this form is ready for QC,,,,Care Coordination Organization,Care Coordination Organization,Usual Care,"194,834","Care Coordination Organization including services provided by behavioral health clinicians, primary care physicians, and community-based social service organizations such as Meals on Wheels. Typically, CHW enroll and assess needs of beneficiaries and hen connect them with appropriate service.",Patient,Yes,Access to behavioral health clinicians and primary care,Individual Intervention,"Screening,Patient education (including on health, other social need, or resources),Passive referrals","Healthcare providers (doctors, nurses, therapists, etc.),Community health workers/ Navigators",12-months,No,,,,,,,,,,,,No,,,,,Yes,"Hospital readmissions,Emergency department visits",Mixed results,Decrease,,,,,,,,,Mixed results,Decrease,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,Yes,"TANF, SSI, Medicaid expansion, Medicare-Medicaid dual enrollment",Yes
6480,,"Patient Navigation to Reduce Emergency Department (ED) Utilization Among Medicaid Insured, Frequent ED Users: A Randomized Controlled Trial",Sarah.Bean,3,Sarah Bean,,Kelley,2020,,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness)",Medical and social need program,RCT,,Emergency department,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics)","New Haven, Connecticut","Inclusion: Age 18–62 years, active Medicaid insurance, English or Spanish speaking, 4–18 visits to the hospital’s two EDs in the prior year (including the current/index ED visit), and resident of one of 12 surrounding towns. 
Exclusion: more than 50% of ED visits in the prior year for mental health or substance use, presented with a mental health or substance use chief complaint at the current/index ED visit, and utilized the ED more than 18 times in the prior year","High Utilization,Medicare/Medicaid Enrollment or Eligibility,Age","Adult,Older Adults",Non-Hispanic Black,27,NR,,,I have completed the inital review and this form is ready for QC,,,,ED-initiated patient navigation,ED-initiated patient navigation,Usual Care,100,"Patient navigator scheduled a primary care visit for the patient and offered to accompany them for up to three visits. If the patient had a primary care provider (PCP), the navigator aimed to schedule the appointment with that provider. If the patient did not have a PCP, the navigator scheduled the appointment with a local community-based clinic or hospital based primary care center, depending on appointment availability and patient preference. Immediately prior to the first PCP visit, the patient navigator met the patient at the provider’s office to review questions and concerns the patient wished to have answered by the PCP. During the PCP visit, the patient navigator reminded the patient of any questions or concerns that had not been addressed. After the visit, the patient navigator and patient created a task list based on the provider’s recommendations. For example, if the PCP ordered additional tests or specialist referrals, the navigators assisted in scheduling these additional appointments, phoned patients to remind them, identified and addressed any barriers such as transportation, and encouraged patients to follow PCP recommendations. When needed, navigators helped patients to access medical transportation assistance through the state Medicaid system. If the patient identified social needs such as precarious housing, food insecurity, or insurance questions, they were provided with information to connect with local resources. Finally, the patient navigators scheduled regular phone calls to each patient every 2 weeks during weeks 0–4 and every 4 weeks during weeks 13–52. During these calls, the patient navigator asked about the patient’s health, health care appointments, and any social needs. Additionally, navigators phoned all patients after each medical appointment to check in, discuss follow-up information/instructions, and offer assistance with clinical and/or social needs.",Patient,,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Community health workers/ Navigators",12 months,No,,,,,,,,,,,,No,,,,,Yes,"Outpatient visits,Emergency department visits,Inpatient admissions",,,,,,,,,No effect,Increase,Positive,Decrease,,,,,,,,,Positive,Decrease,,,,,,,,,,,,,Not Reported,,No,,
6831,,A Mixed-Methods Evaluation of a Novel Food Pantry in a Pediatric Primary Care Center,Sarah.Bean,3,Sarah Bean,,Hickey,2020,,,,"Food insecurity,Financial Strain,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,Cohort study,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics)","Cincinnati, OH",Families who either self-disclosed food insecurity via the standardized social screening questionnaire and/or who were identified by clinic staff as needing an emergency food supply were eligible for a 3-day supply of shelf-stable food from the pantry.,"Social Needs,Low income/SES,Residence in a low-SES neighborhood",Pediatric,Non-Hispanic Black,51,NR,"Preventative care data were collected on pantry-using families with children aged 12 to 24 months at the index visit. This age group was chosen as they are most likely to have preventive care gaps (ie, have the most preventive needs missing, including for delayed immunizations and screenings).
Children of families who used the pantry differed from the rest of the HSHC patient population as they were, on average, younger, more likely to have public insurance, and more likely to have a higher level of medical complexity.",,I have completed the inital review and this form is ready for QC,,Overall sample size is from Table 1 - not sure if this is correct.,,Food As Medicine in Low-Income Youth,Food As Medicine in Low-Income Youth,Other inactive control,6576,"After identification of food allergies and preferences, the family received food, with the amount determined by family size. Families who accessed the pantry were linked to in-clinic and community resources, based on their disclosed reasons for food insecurity and social needs.",Patient,No,,Individual Intervention,"Providing onsite resources,Passive referrals",Community health workers/ Navigators,27 months,No,,,,,,,,,,,,No,,,,,Yes,"Preventive care utilization (well child visits),Immunizations",,,,,,,No effect,Increase,,,,,,,,,,,,,,,,,,,,,,,No effect,Increase,,,No,,No,,
6845,,Primary Care and Food Bank Collaboration to Address Food Insecurity: A Pilot Randomized Trial,beth.webber,3,Beth Webber,,Ferrer,2019,,,,Food insecurity,Medical and social need program,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics),Home-based care","San Antonio, Texas",Individuals with an HbA1c value >9% and a positive response to a food insecurity screener.,"Social Needs,Medical Eligibility","Adult,Older Adults",Hispanic,38,NR,96% with monthly income below $1500. 50% with below 9th grade education.,,I have completed the inital review and this form is ready for QC,,,,Produce delivery and diabetes education,Produce delivery and diabetes education,Usual Care,58,Biweekly allotment of fresh produce and canned foods delivered to the clinic. Brief education at each delivery from registered dietitian from the food bank. Up to 3 home visits by a promotor to create self-management goals.,Patient,Yes,,Individual Intervention,"Patient education (including on health, other social need, or resources),Providing onsite resources","Community health workers/ Navigators,Other non-professionals, including volunteers and study staff",6 months,Yes,"Changes in functional outcomes (e.g., blood pressure)",,,,Mixed results,,,,,,,Yes,Changes in dietary intake,,Positive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,
6854,,"Community Health Worker Intervention in Subsidized Housing: New York City, 2016-2017",Smkennedy03,3,Sara Kennedy,,Freeman,2020,Health + Housing Project,NA,None,"Food insecurity,Housing instability/quality,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Any social need that arises in population addressed,Pre-post,,Home-based care,Home-based care,"New York City, NY",Adult residents of two subsidized housing buildings in New York City regardless of disease status or age,Residence in a low-SES neighborhood,Adult,Hispanic,49,NR,,,I have completed the inital review and this form is ready for QC,,,,Health + Housing Project,Health + Housing Project,Pre- intervention data,172,"CHWs in subsidized housing engaged residents with an initial intake visit, followed by a goal setting activity and the creation of an individualized action plan using motivational interviewing and referrals to case managers, services, and other community resources.",Patient,No,,Individual Intervention,"Patient education (including on health, other social need, or resources),Passive referrals",Community health workers/ Navigators,14 months,,"Mental health status,Changes in self-reported health",,,No effect,,,,No effect,,,,Yes,"Changes in dietary intake,Other : Positive screen for anxiety or depression",,No effect,No effect,Yes,"Frequency of healthcare use,Outpatient visits,Emergency department visits,Hospital days",,,Mixed results,Increase,,,,,Mixed results,Increase,No effect,Decrease,,,,,,,,,,,No effect,Decrease,,,,,,,,,,,No,,Yes,Prior ED use frequency,Yes
7117,,The Baltimore Community-Based Organizations Neighborhood Network: Enhancing Capacity Together (CONNECT) Cluster RCT,RTIUNC_4,3,Robyn Fortman,,Wu,2019,Community-Based Organizations Neighborhood Network: Enhancing Capacity Together,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness)",Any social need that arises in population addressed,RCT,,Outpatient clinic,Other : community based organizations,"Baltimore, MD","NPO; provide direct services to adults; address 1 or more SDOH; located in or near East or Southeast Baltimore

orgs exclusively serving youth excluded

high-risk Medicaid and Medicare patients; aged ≥18 years; at least one chronic condition; at least one visit to J-CHiP clinic site; ID'd as high risk for future hospitalization; had monthly healthcare utilization data including ED visits and days hospitalized during pre- and post-intervention; known home address","High Utilization,Medicare/Medicaid Enrollment or Eligibility",Adult,Non-Hispanic Black,36,,,,I have completed the inital review and this form is ready for QC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7434,"7434, 9030, 9031, 9032",Low birthweight in second children after nurse home visiting,beth.webber,3,Beth Webber,,Holland,2018,Memphis New Mother's Study,NR,"9031, 9032, 9030","Transportation help,Early childhood education and development,Access to healthcare and primary care (include improved coverage, services, and timeliness)",Medical and social need program,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)",Home-based care,"Memphis, Tennessee","Primiparous women less than 29 weeks pregnant with two of three risk factors: unmarried, unemployed, and not grated from high school. Women with known chronic conditions associated with poor birth outcomes were excluded.",Pregnancy,"Adolescents/ Young Adults,Adult",Non-Hispanic Black,0,NR,,,I have completed the inital review and this form is ready for QC,,"I wasn't sure whether to classify things based on the original trial or the long term follow up, they describe design (RCT vs comparison study) and outcomes. I followed the framing of the articles to collapse the intervention arms into those that received nurse visitation and the control arms as those that just received transportation and screening. Outcomes are a mix of maternal and child outcomes.",,Nurse-Family Partnership,Nurse-Family Partnership,Active control,1139,"Women received home visits from nurses to provide support and education with the goals of improving maternal health and first pregnancy outcomes, child health and development, and family economic self-sufficiency. Frequency varied from weekly to monthly until the child's second birthday. Women received transportation to prenatal care and early childhood developmental screening/referrals.",Patient,Yes,"coordination of prenatal and pediatric care, facilitated reduction in substance use",Individual Intervention,"Patient education (including on health, other social need, or resources),Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.)",18 years,Yes,"Mortality,Changes in functional outcomes (e.g., blood pressure),Reduction in morbidity,Low birth weight,Child development outcomes,Other : Low birth weight of second child",,Positive,,No effect,Mixed results,,,No effect,Positive,Positive,Yes,"Changes in substance use,Other : breastfeeding",,,Positive,Yes,"Frequency of healthcare use,Outpatient visits,Emergency department visits,Prenatal care,Inpatient admissions,Hospital days",,,Positive,Decrease,,,,,Positive,Decrease,No effect,Decrease,,,,,,,No effect,Increase,No effect,Decrease,Positive,Decrease,,,,,,,,,,,Not Reported,,No,,
